Machine_ID,Temperature,Run_Time,Downtime_Flag
M5,50.25,228.28,0
M4,51.93,484.73,0
M4,107.67,335.89,0
M5,63.96,414.95,0
M5,54.25,118.15,1
M5,66.6,142.61,0
M3,79.83,425.81,0
M4,101.14,349.42,1
M4,93.7,176.39,1
M3,66.63,261.92,1
M5,85.23,315.47,0
M2,114.83,437.44,0
M5,107.05,124.16,0
M5,72.62,338.69,0
M3,118.76,386.81,0
M4,99.6,491.16,0
M5,54.37,422.86,0
M4,52.46,210.49,1
M1,61.79,383.83,0
M4,100.95,405.31,0
M2,62.86,391.89,0
M2,85.8,428.06,0
M5,56.53,461.49,1
M4,114.46,139.37,0
M5,74.08,141.91,0
M3,113.57,418.56,0
M2,116.14,200.95,0
M5,50.43,123.42,0
M3,82.49,260.49,0
M5,51.73,427.95,0
M4,113.61,150.63,0
M4,86.29,368.74,0
M4,55.25,101.45,0
M4,57.72,143.89,0
M1,76.85,240.34,0
M3,115.82,133.44,0
M3,98.5,438.36,0
M4,110.73,445.63,0
M1,75.65,402.23,0
M4,53.02,196.99,0
M1,118.2,309.3,0
M4,51.2,173.68,0
M2,116.34,212.51,1
M2,75.81,306.4,0
M5,50.71,394.01,0
M4,98.24,137.86,1
M3,118.64,218.68,0
M5,117.59,470.65,0
M2,61.27,271.65,0
M4,62.69,475.55,0
M5,89.59,496.56,0
M4,94.61,310.66,1
M2,101.76,215.22,0
M5,62.67,416.31,0
M2,117.13,163.72,0
M1,94.71,200.82,0
M2,109.29,413.95,0
M4,87.8,273.46,0
M3,79.0,180.62,0
M2,118.4,360.45,0
M3,90.75,393.1,1
M1,110.68,150.03,0
M5,116.73,210.79,0
M5,97.27,188.51,0
M3,88.43,251.94,0
M5,50.25,405.38,0
M2,52.8,385.48,0
M3,64.06,365.01,0
M4,63.02,102.51,0
M2,67.83,156.86,1
M2,71.35,189.32,0
M2,75.2,208.78,0
M4,79.44,158.57,0
M1,56.92,264.13,0
M5,52.97,130.07,1
M3,97.18,400.01,0
M1,87.61,415.09,0
M3,81.09,329.71,0
M5,94.41,135.88,0
M4,107.94,456.03,0
M2,79.94,486.25,1
M2,94.88,180.95,0
M4,116.75,381.86,0
M1,108.77,436.78,0
M1,79.82,315.94,1
M3,95.13,229.33,0
M4,62.39,291.42,0
M1,89.24,304.91,0
M4,118.69,260.25,0
M5,86.28,471.94,0
M2,114.93,397.55,1
M2,78.51,196.52,0
M2,119.92,334.22,0
M4,90.55,375.48,0
M4,52.96,156.06,0
M3,91.07,243.37,0
M2,69.22,462.22,0
M3,52.27,326.87,0
M2,107.46,186.8,0
M3,69.3,149.11,0
M3,105.76,307.29,0
M5,70.18,319.07,0
M3,63.6,233.77,0
M4,118.18,352.17,0
M3,75.32,127.47,1
M2,92.1,158.06,0
M3,92.7,318.51,0
M1,89.23,124.73,0
M2,114.03,452.36,0
M1,97.21,156.86,0
M2,78.26,369.57,0
M4,110.37,256.48,0
M4,62.67,259.92,0
M4,88.1,405.96,0
M1,116.54,299.78,0
M5,93.78,390.26,0
M2,107.19,302.08,0
M4,95.75,337.16,0
M2,108.76,404.29,0
M1,116.11,342.92,0
M5,69.1,346.25,0
M1,61.88,415.69,1
M2,83.88,479.63,0
M5,99.13,250.69,0
M5,65.9,330.85,0
M1,50.29,134.51,0
M4,74.01,243.52,0
M2,117.82,264.82,0
M3,98.65,434.09,0
M3,78.09,305.36,0
M1,63.48,392.43,1
M2,74.93,107.6,0
M2,61.89,285.8,0
M1,57.44,460.53,0
M2,113.47,189.73,0
M4,119.84,112.61,1
M1,61.49,273.36,0
M4,53.82,381.77,0
M2,73.08,281.79,0
M1,82.32,283.99,0
M2,64.34,367.92,0
M1,71.1,201.76,0
M2,64.06,400.76,0
M4,104.2,161.25,1
M4,99.88,258.3,0
M2,94.45,362.4,0
M1,77.11,431.35,0
M3,113.63,416.61,1
M4,117.87,388.67,0
M4,62.15,243.64,1
M3,65.61,148.92,0
M2,86.79,186.73,0
M1,56.39,445.93,0
M2,80.55,442.93,1
M5,90.73,480.62,0
M4,86.55,130.4,0
M5,73.16,314.72,0
M4,87.97,359.47,0
M4,117.12,384.26,0
M5,64.42,357.55,0
M5,95.84,408.0,1
M2,53.04,243.79,1
M5,54.65,171.77,0
M2,88.63,181.83,0
M2,57.35,104.79,0
M2,51.56,240.13,0
M4,62.01,136.7,1
M4,89.54,228.6,0
M5,99.23,351.28,1
M4,64.17,457.79,1
M5,96.78,435.84,0
M4,62.77,201.07,0
M1,92.94,153.63,0
M1,78.84,177.23,0
M5,95.77,488.39,0
M4,119.65,319.79,1
M4,115.65,173.0,0
M2,50.3,436.3,0
M3,111.98,258.08,0
M5,54.65,459.69,0
M3,116.71,204.27,0
M3,69.73,257.29,0
M5,76.74,301.98,0
M4,56.41,457.05,0
M5,57.86,447.5,0
M3,100.87,329.74,0
M4,116.1,188.71,0
M1,92.75,261.34,1
M5,100.11,490.25,0
M5,103.34,343.11,0
M4,68.4,412.44,0
M1,53.17,279.95,0
M1,50.13,312.8,0
M4,74.55,271.58,0
M2,66.9,381.17,1
M5,54.36,440.59,0
M5,62.57,302.95,0
M3,58.71,292.35,0
M4,114.04,236.11,0
M3,59.82,170.84,1
M3,87.64,475.7,0
M1,91.52,226.43,0
M5,88.04,420.28,0
M3,56.93,386.14,0
M1,72.32,416.37,0
M4,53.59,474.71,0
M3,77.7,349.35,0
M5,63.2,459.18,1
M3,89.31,167.08,1
M4,98.5,350.69,0
M3,87.25,408.91,1
M5,80.4,208.66,0
M1,77.11,396.3,0
M5,108.92,411.39,0
M1,65.36,432.48,0
M2,101.4,225.15,0
M5,103.02,372.64,0
M5,79.34,221.7,0
M4,70.81,395.62,0
M3,82.94,285.19,0
M1,56.52,339.02,0
M1,53.22,266.34,0
M4,57.81,164.79,0
M4,63.1,171.21,0
M3,85.29,131.03,0
M3,109.44,347.23,1
M5,66.49,439.46,0
M2,115.46,108.33,0
M3,116.84,126.5,0
M4,117.12,282.99,0
M3,108.63,395.09,0
M1,75.47,163.08,0
M2,55.09,208.66,0
M5,89.82,192.8,0
M1,89.11,259.62,0
M1,109.5,190.0,1
M2,119.72,241.04,0
M5,85.57,391.42,0
M4,74.16,344.4,0
M5,63.01,132.47,1
M3,50.34,355.1,0
M1,85.64,290.83,0
M3,88.89,473.83,0
M4,107.75,215.72,1
M3,85.32,390.47,0
M5,114.15,392.34,0
M3,93.97,188.6,1
M4,108.82,461.29,1
M4,60.38,296.47,0
M4,109.87,371.55,1
M5,97.26,158.34,0
M4,61.92,203.12,0
M1,63.28,334.44,0
M4,114.86,227.61,0
M3,52.26,299.88,0
M3,82.38,249.6,1
M3,71.94,356.22,0
M5,96.56,294.86,0
M3,108.77,101.84,0
M5,75.23,359.87,0
M5,79.88,268.85,0
M4,118.73,236.68,1
M1,104.87,137.66,0
M4,112.8,188.15,0
M4,80.71,189.51,0
M5,66.39,474.15,0
M5,78.83,273.01,0
M3,100.13,116.83,0
M3,57.66,155.53,0
M4,68.93,131.61,0
M2,53.26,335.55,0
M2,80.26,174.65,0
M3,107.92,299.42,0
M2,51.73,248.02,1
M3,97.27,421.55,0
M5,115.27,228.2,0
M4,66.58,283.31,0
M1,98.55,388.51,0
M4,118.26,273.34,0
M3,117.36,417.29,0
M3,66.45,364.67,0
M4,57.02,264.21,0
M3,60.38,301.59,0
M2,99.14,486.88,0
M2,100.8,364.64,0
M3,97.2,462.0,0
M3,73.53,171.5,1
M2,61.88,293.29,0
M3,90.65,463.46,0
M3,83.86,229.04,0
M4,101.02,487.07,0
M1,80.9,138.83,0
M2,73.7,461.07,0
M4,70.54,278.08,0
M1,64.8,129.5,0
M3,68.6,451.81,1
M3,56.64,200.78,1
M4,74.28,108.9,0
M3,52.56,154.32,0
M5,63.05,363.65,0
M4,102.27,491.12,0
M1,72.78,144.58,1
M4,96.78,284.78,0
M2,100.18,172.25,0
M4,90.68,398.01,0
M3,117.11,147.22,0
M3,51.5,195.94,0
M5,101.71,178.56,1
M5,117.12,321.01,0
M5,110.36,449.27,0
M1,61.75,304.44,0
M5,72.88,123.3,0
M1,62.07,325.36,0
M5,92.09,419.01,0
M1,99.85,152.86,1
M4,72.2,129.08,0
M4,87.77,175.12,1
M3,98.36,398.43,0
M1,79.49,336.67,1
M2,109.78,316.24,0
M3,104.01,199.79,0
M4,54.53,232.89,1
M1,93.48,486.35,0
M5,66.47,196.25,1
M2,89.03,460.66,0
M4,116.98,332.21,1
M3,111.53,149.32,0
M1,78.32,286.92,0
M2,70.41,479.42,0
M1,66.41,267.43,0
M5,87.28,445.35,1
M3,58.0,202.57,0
M1,88.45,328.37,1
M4,50.09,437.54,0
M3,72.67,468.28,1
M4,65.4,294.33,0
M1,117.99,355.88,0
M3,100.91,101.19,0
M4,74.48,201.29,1
M5,56.5,211.48,0
M5,86.18,137.4,0
M1,64.94,211.88,0
M3,87.55,228.45,0
M2,108.48,487.51,1
M3,93.11,367.44,0
M5,94.37,270.4,0
M4,87.87,495.22,1
M2,114.91,161.29,0
M1,115.23,290.42,1
M2,85.89,358.82,0
M1,71.4,122.23,1
M2,82.17,386.8,0
M1,63.06,139.95,0
M1,94.54,156.11,0
M2,85.01,163.88,0
M2,57.23,471.56,0
M1,63.84,373.29,0
M5,83.57,362.17,0
M2,112.13,322.2,0
M3,89.65,217.12,1
M4,97.71,348.36,0
M1,73.73,264.06,0
M1,90.0,158.17,0
M4,81.32,375.84,0
M5,96.14,151.83,0
M4,53.54,176.27,1
M2,84.53,427.08,1
M4,70.72,364.05,0
M1,72.83,352.4,0
M4,117.26,267.28,0
M3,62.79,258.51,0
M2,71.79,376.11,0
M4,85.69,396.0,0
M1,110.41,304.09,0
M2,79.17,487.71,1
M1,102.07,482.28,0
M5,109.95,264.97,0
M3,71.7,428.25,1
M5,77.49,317.31,0
M3,74.96,304.7,0
M4,108.3,121.99,0
M2,53.1,329.59,0
M4,71.59,460.23,0
M3,97.56,412.05,0
M3,89.58,414.53,0
M3,80.54,163.97,1
M1,87.8,243.38,0
M2,63.83,193.28,0
M4,80.15,226.37,0
M4,85.12,331.82,0
M5,113.08,245.91,0
M3,68.26,324.28,0
M3,110.75,275.4,0
M3,95.1,214.65,0
M4,51.42,138.16,1
M5,100.72,456.74,1
M1,52.49,104.55,0
M2,119.82,100.66,0
M1,111.08,430.72,0
M4,70.81,498.72,0
M3,68.02,390.84,0
M2,76.7,106.11,1
M4,74.93,190.68,0
M4,76.06,488.73,1
M4,72.28,423.44,0
M2,93.48,326.72,0
M2,61.5,194.74,0
M5,109.22,105.75,0
M5,106.87,108.34,0
M1,83.35,344.79,0
M2,109.69,108.73,0
M2,67.3,497.45,1
M2,51.23,173.35,0
M5,93.34,384.28,0
M4,82.05,162.02,0
M3,89.7,316.04,1
M5,112.95,132.24,1
M2,117.89,406.71,0
M5,94.41,333.97,1
M1,103.48,134.47,0
M2,55.87,439.43,0
M1,61.25,318.81,0
M2,101.32,468.64,0
M5,80.2,466.65,1
M4,81.22,468.2,0
M3,71.6,131.11,0
M1,92.51,148.38,1
M5,62.96,495.08,1
M4,93.88,295.04,0
M5,62.17,195.29,0
M1,54.47,407.87,0
M3,73.13,205.71,0
M5,66.18,390.89,0
M2,112.23,434.91,0
M4,53.85,413.71,0
M5,62.36,209.62,1
M4,88.41,260.65,1
M2,83.67,265.3,0
M3,53.21,296.51,0
M3,50.51,166.95,1
M2,119.16,280.99,0
M4,96.12,304.31,0
M5,75.58,312.68,0
M2,82.93,427.96,0
M1,68.66,306.93,0
M4,74.14,192.31,0
M3,95.43,365.25,0
M2,111.8,418.93,1
M3,62.89,227.75,1
M4,108.83,358.12,1
M3,58.51,158.78,1
M2,65.05,236.77,0
M4,52.6,463.69,0
M1,59.86,464.52,0
M2,114.21,330.13,0
M5,82.16,380.94,0
M2,55.44,441.61,0
M4,117.18,483.42,1
M2,111.53,295.95,0
M1,102.83,324.63,0
M1,115.34,266.26,0
M5,65.41,128.79,0
M3,108.55,269.12,1
M4,98.3,416.25,0
M4,110.88,421.95,0
M3,105.78,456.95,1
M1,74.25,120.59,0
M1,104.21,310.86,0
M2,68.37,142.97,0
M5,73.0,180.3,0
M5,57.55,460.09,0
M5,115.46,298.72,1
M2,70.37,403.42,1
M5,86.44,125.75,0
M3,77.39,266.73,0
M2,117.19,369.7,1
M3,73.45,153.36,0
M2,104.5,230.33,1
M5,109.88,125.82,0
M3,80.49,360.54,0
M3,76.47,488.36,0
M3,102.34,430.82,0
M2,113.9,489.85,0
M4,102.85,438.24,0
M5,65.9,442.08,0
M3,112.18,330.87,0
M4,77.13,307.3,0
M5,90.34,262.5,0
M5,108.2,427.24,0
M3,63.19,172.83,1
M3,104.92,122.49,1
M2,91.73,479.16,1
M4,112.53,101.51,0
M4,62.04,490.73,1
M3,79.45,391.54,0
M5,108.3,231.4,0
M3,51.35,379.13,0
M5,57.85,427.15,1
M5,119.34,198.14,0
M3,69.63,408.36,0
M1,118.29,421.75,0
M4,62.78,199.74,0
M5,75.28,116.77,1
M5,102.7,181.65,0
M1,96.04,180.26,0
M2,90.68,126.1,0
M1,87.09,390.4,0
M1,109.04,251.99,0
M5,66.45,453.75,0
M4,80.97,200.87,0
M1,60.88,281.29,0
M2,91.72,355.61,1
M3,67.54,450.99,1
M1,73.37,309.85,0
M1,82.99,249.41,0
M2,51.87,446.81,0
M4,56.44,224.1,0
M1,98.02,131.77,0
M1,80.03,278.02,0
M4,110.54,414.04,1
M2,98.63,112.31,0
M1,50.57,334.35,0
M4,93.17,337.79,0
M1,56.56,471.42,0
M3,104.67,214.59,0
M5,119.41,211.53,0
M3,87.18,276.19,1
M1,97.79,242.77,0
M2,66.61,394.54,0
M5,80.63,356.7,0
M3,109.93,403.57,0
M4,61.72,428.02,1
M2,68.59,469.19,0
M3,81.18,272.37,0
M4,99.86,493.88,0
M1,76.31,186.26,0
M4,114.94,385.75,1
M3,56.61,313.6,0
M3,75.96,426.76,0
M1,99.63,290.71,0
M4,65.82,413.58,0
M4,95.95,472.07,0
M1,61.5,392.92,0
M4,53.92,410.44,0
M1,58.47,126.87,1
M2,115.1,181.98,0
M3,88.62,489.72,0
M2,105.74,377.27,0
M5,73.29,324.58,0
M5,91.49,246.79,0
M5,84.65,117.76,0
M1,116.2,247.65,0
M4,102.33,299.57,0
M2,101.14,184.58,0
M2,53.24,169.25,0
M2,88.48,303.37,0
M2,82.69,334.36,1
M5,114.95,195.97,0
M2,68.01,334.96,0
M4,68.89,460.14,1
M5,78.79,289.27,0
M2,67.04,442.96,0
M1,59.04,470.91,0
M3,110.02,136.96,0
M3,89.08,138.32,0
M3,110.3,290.42,0
M5,108.18,335.24,0
M2,69.74,270.35,0
M5,88.34,230.58,0
M4,55.83,356.4,0
M1,114.07,100.83,1
M1,78.3,487.23,0
M3,77.56,192.83,0
M3,71.19,466.84,0
M3,82.25,143.61,0
M2,67.62,195.23,1
M4,76.24,193.95,0
M4,106.0,498.46,0
M4,108.4,101.84,0
M4,71.29,355.86,0
M3,82.83,447.87,0
M1,111.17,368.91,0
M3,53.69,245.09,0
M4,112.24,483.32,0
M3,65.34,457.41,0
M4,97.5,273.58,0
M5,90.78,329.33,0
M1,88.71,487.01,0
M5,110.16,493.02,0
M2,57.11,279.93,0
M3,74.29,438.94,0
M2,87.68,220.79,0
M3,106.79,248.73,0
M5,65.15,165.93,0
M4,106.21,183.67,0
M4,77.97,362.75,0
M3,63.22,304.31,0
M4,103.13,192.45,0
M5,56.36,261.16,1
M4,86.03,249.27,0
M5,54.47,494.94,0
M2,74.95,441.43,1
M5,92.08,255.19,0
M1,88.93,465.57,0
M1,78.33,237.05,0
M1,80.03,367.16,0
M3,65.87,486.66,1
M3,81.91,256.11,0
M3,116.73,371.95,1
M5,109.53,218.37,0
M3,60.17,206.52,1
M2,52.08,329.66,0
M1,115.35,491.71,1
M5,86.87,281.25,0
M1,87.65,475.05,0
M3,104.65,465.75,0
M5,72.03,201.51,0
M4,83.73,260.73,0
M2,117.81,357.32,0
M3,97.05,307.22,0
M3,60.76,138.38,0
M2,59.33,497.48,0
M2,64.3,401.06,0
M4,103.67,275.08,0
M3,70.68,347.27,0
M3,51.5,135.03,0
M1,116.09,298.12,0
M5,61.88,472.33,1
M5,50.67,458.64,0
M1,66.6,234.95,0
M5,66.45,312.55,0
M2,79.54,378.95,0
M5,114.43,236.0,0
M5,111.54,125.95,0
M1,81.98,302.18,0
M4,78.76,340.65,0
M5,88.85,102.34,0
M5,67.04,138.23,0
M4,53.65,182.92,0
M1,115.75,239.22,1
M4,63.07,316.42,1
M1,63.89,217.54,1
M2,83.07,210.47,1
M1,84.41,447.74,0
M2,51.29,158.02,0
M2,60.36,298.18,0
M1,76.47,481.13,0
M3,97.86,350.01,1
M1,65.99,386.88,0
M5,79.61,272.49,0
M5,89.01,107.97,0
M3,112.2,358.45,0
M2,72.82,352.77,0
M3,59.35,144.17,0
M5,84.25,284.86,1
M3,102.27,466.13,0
M1,57.69,182.03,0
M3,79.73,284.44,0
M2,51.24,284.44,0
M1,52.35,424.3,0
M4,83.81,429.83,0
M5,70.87,403.71,0
M5,109.16,246.18,0
M3,92.15,128.81,0
M1,81.78,239.79,0
M4,78.56,371.92,1
M1,84.81,381.1,0
M5,52.83,486.0,0
M1,112.5,281.46,1
M4,119.88,352.97,0
M3,62.7,315.68,0
M2,58.43,160.25,0
M1,60.05,284.48,1
M2,96.27,317.93,1
M5,96.3,480.3,0
M3,109.35,246.62,0
M3,102.63,492.04,0
M1,81.48,316.92,1
M3,92.9,196.99,0
M1,98.18,176.67,1
M1,85.89,156.68,0
M2,83.3,281.17,0
M3,95.16,108.77,0
M1,89.02,278.02,0
M2,95.08,495.36,0
M4,92.9,368.04,0
M2,100.34,403.91,0
M2,95.0,147.6,0
M1,86.38,289.24,0
M5,97.73,214.49,0
M5,81.46,457.64,0
M5,66.92,172.52,0
M2,50.1,283.49,0
M1,89.2,335.22,0
M3,91.35,305.62,0
M2,118.04,432.1,0
M2,75.3,192.58,0
M1,77.59,250.96,0
M4,64.13,416.83,0
M2,54.94,311.23,1
M4,104.1,260.85,0
M4,67.48,111.78,0
M5,92.62,401.35,0
M1,98.14,488.87,1
M4,82.99,348.11,0
M1,111.34,442.62,0
M5,81.07,306.75,0
M1,69.94,192.67,0
M2,112.72,105.78,0
M4,110.31,361.36,1
M1,61.48,297.24,0
M3,51.82,412.84,0
M1,56.3,377.87,1
M4,70.06,495.18,0
M5,118.06,304.13,0
M5,89.1,270.87,1
M4,76.13,214.7,1
M2,112.21,290.74,0
M2,81.72,449.15,0
M5,72.07,116.98,0
M5,115.89,491.16,0
M4,109.47,497.32,0
M2,109.06,339.13,0
M5,85.86,232.62,0
M2,105.26,189.22,0
M5,62.55,210.6,1
M1,90.13,120.04,0
M3,118.87,290.04,0
M1,70.37,122.93,1
M5,105.6,387.39,0
M3,84.33,248.77,1
M3,52.79,179.75,1
M5,103.41,317.94,1
M5,61.8,489.5,0
M2,94.2,378.05,0
M5,56.0,296.7,0
M4,116.28,410.77,0
M5,70.42,394.99,0
M4,65.85,456.69,0
M5,59.04,181.87,0
M2,116.22,443.55,0
M4,99.83,220.41,0
M1,101.92,476.4,0
M4,84.96,212.43,1
M2,83.23,470.74,0
M4,57.7,485.52,0
M5,89.19,158.2,0
M5,67.28,489.8,1
M2,118.4,134.29,1
M3,105.76,187.43,1
M5,78.91,277.67,1
M1,60.59,497.44,0
M2,104.97,295.43,0
M4,58.54,320.16,0
M4,63.25,377.77,0
M1,64.81,487.32,0
M5,88.98,413.34,0
M2,105.09,189.66,0
M1,72.0,221.2,0
M5,55.93,139.05,0
M2,82.52,357.78,0
M4,102.37,172.3,0
M2,65.52,202.96,0
M3,65.39,455.25,0
M2,116.31,230.7,0
M3,116.79,326.66,1
M2,119.33,259.03,0
M3,106.54,129.61,0
M4,63.17,245.15,0
M5,64.84,263.23,0
M3,73.82,458.28,0
M3,72.27,229.78,0
M4,116.96,251.7,0
M3,105.24,413.16,1
M1,100.68,403.58,0
M4,63.02,419.31,0
M1,113.67,481.51,0
M4,107.95,418.22,0
M3,61.45,263.04,0
M1,110.98,428.6,1
M3,69.06,303.47,0
M4,55.66,211.09,1
M3,95.98,221.17,0
M1,95.77,189.54,0
M1,56.65,158.0,1
M3,72.32,173.8,0
M2,119.5,125.27,0
M4,97.49,455.38,0
M4,101.11,472.4,0
M3,64.9,334.71,0
M2,55.51,436.2,1
M1,69.38,173.43,0
M5,67.42,460.67,0
M5,66.42,302.54,1
M3,63.49,126.87,0
M2,90.23,156.53,0
M2,72.97,223.59,1
M4,107.42,117.42,0
M1,62.88,223.72,0
M2,82.52,123.97,1
M5,50.96,194.41,0
M1,83.72,206.27,0
M1,53.91,497.75,0
M3,118.44,194.22,0
M2,105.34,195.67,0
M3,84.31,374.72,0
M2,56.06,443.74,0
M4,91.47,254.82,0
M3,103.11,450.25,0
M3,63.35,236.06,0
M5,89.77,178.81,0
M3,106.99,231.86,0
M2,103.78,343.74,0
M5,106.21,246.86,0
M3,111.55,369.16,0
M3,115.64,194.77,0
M4,78.39,380.4,0
M3,89.81,238.98,0
M1,105.35,282.35,0
M5,98.8,323.1,0
M1,119.69,374.49,1
M5,50.96,195.49,0
M4,74.86,434.38,0
M3,69.67,388.74,0
M3,68.36,193.64,0
M3,65.58,489.99,0
M5,99.64,365.92,1
M3,55.93,280.97,0
M1,101.91,163.01,1
M3,98.54,313.29,0
M4,67.56,165.91,0
M1,67.7,271.8,0
M3,94.02,263.49,0
M3,103.35,387.98,0
M2,111.35,176.95,0
M5,109.65,428.75,0
M1,117.54,230.45,0
M2,90.7,277.6,0
M4,113.61,408.94,0
M5,106.6,350.16,0
M1,112.63,223.21,0
M3,50.81,254.48,0
M1,117.61,222.31,0
M3,83.15,337.91,0
M5,105.87,233.05,0
M3,58.9,390.28,0
M4,77.72,331.91,0
M3,69.0,158.28,0
M4,70.42,224.11,0
M5,58.63,188.58,0
M5,106.4,256.13,1
M1,50.65,306.39,0
M4,71.88,302.71,0
M4,62.21,401.81,1
M2,91.23,175.67,1
M2,67.8,478.59,0
M2,68.13,237.14,0
M3,84.18,220.1,0
M2,95.69,374.07,0
M4,58.49,422.21,0
M3,62.29,251.39,0
M5,67.3,398.74,0
M1,118.16,453.49,0
M2,77.8,406.72,0
M5,91.93,113.68,0
M4,66.91,430.95,0
M1,84.33,409.79,0
M5,55.19,367.72,0
M1,52.43,404.01,0
M2,82.81,491.77,0
M4,77.91,272.45,0
M1,59.58,126.89,0
M5,98.13,284.36,0
M2,119.5,118.57,0
M2,77.7,217.7,0
M5,93.72,334.75,0
M5,117.41,223.85,0
M1,108.21,374.16,0
M3,82.45,428.79,0
M2,101.62,268.18,1
M1,58.97,460.06,0
M5,85.85,131.94,0
M1,69.53,436.05,0
M5,61.28,431.43,1
M4,79.84,228.8,0
M5,59.17,219.49,0
M5,98.93,222.04,0
M5,81.94,424.56,0
M3,87.18,432.66,0
M5,60.25,231.89,1
M2,59.78,337.04,0
M2,90.84,155.57,1
M1,118.95,287.51,0
M3,56.74,499.52,1
M1,70.0,163.54,0
M2,110.86,479.03,0
M2,55.06,429.7,0
M4,111.31,488.89,0
M5,86.7,171.83,0
M2,78.58,185.41,0
M1,71.68,106.75,0
M1,70.8,389.88,0
M5,71.41,357.64,0
M5,111.94,171.23,0
M4,100.67,416.46,0
M3,96.88,219.68,0
M1,105.91,154.0,0
M5,68.0,269.03,0
M1,93.26,136.39,0
M5,82.2,205.3,0
M2,104.77,248.53,0
M1,71.65,440.75,0
M2,95.02,417.02,0
M1,111.75,277.1,0
M3,78.15,389.83,0
M4,54.66,327.46,0
M2,86.12,236.34,1
M5,74.22,390.35,0
M3,97.06,373.4,0
M1,116.57,347.64,0
M2,83.99,347.18,0
M1,82.63,373.19,0
M1,95.82,253.82,0
M1,57.24,447.63,0
M4,67.75,164.92,0
M4,114.33,453.55,0
M5,96.9,236.91,0
M2,50.94,150.01,0
M3,64.32,340.01,0
M3,97.8,250.39,1
M3,103.51,426.2,0
M1,108.79,272.31,0
M4,70.45,367.43,0
M2,115.17,223.3,1
M1,88.71,183.78,0
M4,98.76,255.22,0
M4,91.77,342.72,1
M2,58.59,362.78,0
M2,117.42,331.28,0
M2,58.6,495.22,0
M1,67.84,376.44,0
M5,106.95,472.61,0
M2,93.3,147.17,1
M5,108.67,124.55,0
M1,86.1,224.4,1
M5,76.39,154.64,0
M3,114.53,310.35,0
M5,52.54,307.59,0
M2,109.93,330.02,0
M1,66.16,398.09,0
M2,109.41,488.53,1
M3,59.74,451.3,0
M2,90.62,147.35,0
M2,112.17,235.41,1
M2,83.15,202.33,0
M4,102.26,170.73,0
M3,106.33,317.89,1
M2,101.55,321.31,0
M2,114.77,190.9,1
M2,81.28,384.76,0
M1,62.12,393.17,0
M4,53.35,108.39,0
M1,67.25,258.3,0
M4,60.02,456.06,0
M2,89.06,308.13,0
M3,62.95,239.05,0
M5,52.73,201.47,1
M5,52.52,197.34,0
M2,108.21,139.91,1
M1,91.4,426.89,0
M3,75.07,134.66,0
M4,112.6,216.92,0
M2,54.91,118.27,1
M3,118.62,412.55,0
M3,93.14,115.71,0
M4,62.84,223.32,0
M3,97.53,329.32,0
M1,103.44,263.82,1
M1,80.05,212.91,0
M1,110.31,210.08,1
M3,60.55,419.12,0
M1,69.52,489.59,1
M4,56.54,239.22,0
M3,64.76,115.66,0
M5,66.71,114.63,0
M3,114.23,403.69,0
M4,55.47,320.95,0
M5,79.92,413.44,0
M3,87.27,379.0,0
M1,112.91,463.0,0
M2,119.84,454.33,0
M2,102.74,415.33,0
M1,117.96,290.08,0
M2,105.1,223.25,1
M2,117.42,302.81,0
M1,99.51,300.83,0
M1,55.58,344.11,0
M3,78.13,174.44,0
M3,95.26,362.25,0
M1,74.55,282.64,0
M4,69.14,348.08,0
M2,90.42,195.84,0
M3,115.35,273.76,1
M2,52.45,184.08,0
M5,103.85,450.12,1
M1,100.59,295.18,1
M4,117.48,189.99,0
M5,115.15,116.48,0
M5,103.36,370.3,0
M5,86.43,185.86,0
M1,64.3,495.83,0
M3,88.17,313.48,0
M1,103.57,215.59,0
M3,112.7,363.07,0
M5,105.28,210.09,1
M5,63.67,428.11,1
M4,91.98,223.29,0
M3,73.25,495.3,0
M5,50.64,342.06,0
M2,64.02,437.76,1
M4,57.93,129.13,1
M1,108.99,239.32,0
M4,68.1,394.99,0
M2,69.93,362.02,0
M3,117.2,177.7,0
M1,76.54,242.48,0
M1,50.67,205.38,0
M3,69.87,345.35,1
M4,58.35,237.83,0
M5,57.2,223.62,0
M4,55.42,182.95,0
M2,91.53,263.61,0
M5,63.25,178.2,0
M4,75.29,485.03,1
M3,110.34,161.8,0
M2,79.7,465.32,0
M2,114.1,271.39,0
M2,84.86,251.15,0
M5,77.92,192.53,0
M1,102.53,354.3,0
M5,55.12,374.21,0
M4,56.26,287.03,0
M1,95.64,122.28,0
M4,84.09,467.4,1
M1,105.33,492.13,0
M5,114.14,272.42,1
M2,77.19,345.46,1
M3,91.75,280.12,0
M2,85.05,228.75,0
M5,118.71,130.93,0
M1,108.18,282.43,0
M2,113.82,427.35,0
M5,67.8,106.81,1
M4,104.08,332.84,0
M3,68.58,452.31,1
M2,64.61,187.02,0
M1,116.1,173.3,1
M4,51.35,408.91,1
M5,117.58,202.03,1
M3,60.45,176.79,0
M1,107.36,251.2,1
M5,69.31,257.0,0
M5,74.55,449.64,0
M2,65.17,347.38,0
M2,90.99,262.38,0
M1,74.37,313.76,0
M5,96.02,481.59,0
M2,51.1,145.29,1
M3,54.51,183.09,0
M3,56.98,485.01,1
M5,79.33,482.93,0
M2,107.04,170.87,0
M1,112.17,158.04,0
M1,67.14,268.43,0
